date,outflow(m3/d),avg_temp(C)
2004-02-02,201230507.52,2.53
2004-02-03,171504663.552,2.5
2004-02-04,154060608.6144,2.44
2004-02-05,144616842.5472,2.39
2004-02-06,135931513.6512,2.35
2004-02-07,133460476.416,2.43
2004-02-08,128493936.2304,2.53
2004-02-09,138500413.74719998,2.48
2004-02-10,136665485.10720003,2.63
2004-02-11,137374990.848,2.59
2004-02-12,138182359.44959998,2.48
2004-02-13,143491419.648,2.44
2004-02-14,132555244.9536,2.56
2004-02-15,126071830.4256,2.66
2004-02-16,144421116.8256,2.66
2004-02-17,144323253.9648,2.71
2004-02-18,134488036.4544,2.82
2004-02-19,154745648.64,2.79
2004-02-20,156580577.28,2.87
2004-02-21,153277705.72800002,2.85
2004-02-22,130720316.3136,3.02
2004-02-23,143491419.648,2.87
2004-02-24,139894959.5136,2.9
2004-02-25,138989728.0512,3.13
2004-02-26,,3.23
2004-02-27,132750970.6752,3.33
2004-02-28,139625836.6464,3.45
2004-02-29,133729599.2832,3.62
2004-03-01,139479042.3552,3.57
2004-03-02,135417733.632,3.65
2004-03-03,143858405.376,3.58
2004-03-04,139160988.0576,3.72
2004-03-05,,3.71
2004-03-06,137570716.5696,3.73
2004-03-07,130206536.2944,3.68
2004-03-08,146623031.1936,3.93
2004-03-09,140604465.2544,3.93
2004-03-10,154794580.0704,3.97
2004-03-11,148849411.2768,3.98
2004-03-12,142537256.75519997,4.07
2004-03-13,142096873.88160002,4.04
2004-03-14,144714705.408,3.98
2004-03-15,155993400.1152,3.89
2004-03-16,153718088.6016,3.95
2004-03-17,156996494.4384,4.05
2004-03-18,149656779.8784,4.2
2004-03-19,150195025.6128,4.25
2004-03-20,153767020.032,4.28
2004-03-21,141778819.58400002,4.4
2004-03-22,154696717.20959997,4.79
2004-03-23,164360674.7136,4.96
2004-03-24,164531934.72,4.95
2004-03-25,169645269.19680002,5.08
2004-03-26,166684917.6576,5.25
2004-03-27,179382623.84639996,5.4
2004-03-28,180483581.0304,5.52
2004-03-29,177156243.7632,5.64
2004-03-30,185009738.3424,5.8
2004-03-31,186061764.096,5.85
2004-04-01,177425366.63039997,5.98
2004-04-02,144078596.81280002,6.18
2004-04-03,157510274.4576,6.25
2004-04-04,155259428.6592,6.33
2004-04-05,140090685.2352,6.24
2004-04-06,150121628.4672,6.33
2004-04-07,158342108.7744,6.33
2004-04-08,172385429.29919997,6.52
2004-04-09,164849989.0176,6.83
2004-04-10,165950946.2016,7.01
2004-04-11,158195314.48319998,7.06
2004-04-12,173608715.05920002,7.46
2004-04-13,180703772.4672,7.66
2004-04-14,194771558.7072,7.86
2004-04-15,189633758.5152,7.76
2004-04-16,186722338.4064,7.78
2004-04-17,191860138.5984,7.87
2004-04-18,187505241.29280004,7.8
2004-04-19,202551656.1408,8.14
2004-04-20,194551367.2704,7.99
2004-04-21,196043775.8976,7.95
2004-04-22,185743709.7984,7.46
2004-04-23,176495669.4528,7.24
2004-04-24,182049386.8032,7.16
2004-04-25,165828617.62559998,7.02
2004-04-26,176275478.016,7.26
2004-04-27,182563166.8224,7.53
2004-04-28,190587921.408,7.93
2004-04-29,192912164.352,8.13
2004-04-30,195872515.8912,8.43
2004-05-01,211579505.0496,9.07
2004-05-02,195921447.3216,9.15
2004-05-03,225940879.872,9.71
2004-05-04,229561805.72160003,9.94
2004-05-05,228729971.4048,10.04
2004-05-06,248155749.27360004,10.33
2004-05-07,246589943.50080004,10.67
2004-05-08,242137183.3344,10.7
2004-05-09,249354569.3184,10.7
2004-05-10,256938941.0304,10.64
2004-05-11,252045797.9904,10.47
2004-05-12,260143949.7216,10.5
2004-05-13,257208063.8976,10.38
2004-05-14,237562094.592,10.18
2004-05-15,234577277.3376,10.26
2004-05-16,248865255.0144,10.6
2004-05-17,256669818.1632,10.95
2004-05-18,238296066.048,11.25
2004-05-19,246834600.6528,11.45
2004-05-20,242332909.056,11.42
2004-05-21,241745731.8912,11.15
2004-05-22,252412783.7184,10.95
2004-05-23,237782286.0288,10.98
2004-05-24,253097823.744,11.48
2004-05-25,252559578.0096,11.61
2004-05-26,258627075.3792,11.43
2004-05-27,268609087.1808,11.66
2004-05-28,275655213.1584,11.95
2004-05-29,257428255.3344,11.68
2004-05-30,265037092.7616,11.66
2004-05-31,265648735.6416,11.56
2004-06-01,285343636.37759995,11.51
2004-06-02,294102362.41919994,11.68
2004-06-03,282774736.2816,11.96
2004-06-04,281624847.6672,12.35
2004-06-05,288695439.36,12.62
2004-06-06,295619236.7616,12.5
2004-06-07,304304565.6576,12.21
2004-06-08,315925780.3776,12.21
2004-06-09,319179720.4992,12.62
2004-06-10,318372351.8976,12.66
2004-06-11,319595637.6576,12.3
2004-06-12,323656946.3808,12.01
2004-06-13,324072863.53920007,11.56
2004-06-14,332317809.5616,11.52
2004-06-15,325198286.4383999,12.33
2004-06-16,324684506.41920006,12.99
2004-06-17,319693500.5184,13.31
2004-06-18,309907214.4384,13.48
2004-06-19,307852094.3616,13.63
2004-06-20,296646796.8,13.94
2004-06-21,300120928.3584,14.34
2004-06-22,297356302.54080003,14.67
2004-06-23,291753653.76,14.7
2004-06-24,300732571.2384,14.73
2004-06-25,303374868.48,9.78
2004-06-26,307558505.7792,
2004-06-27,310200803.0208,
2004-06-28,311228363.0592,
2004-06-29,320916786.2784,
2004-06-30,323754809.24160004,
2004-07-01,322653852.0576,9.53
2004-07-02,323754809.24160004,17.45
2004-07-03,324978095.0016,17.19
2004-07-04,300634708.3776,1.26
2004-07-05,298579588.3008,0.86
2004-07-06,283386379.1616,7.7
2004-07-07,274113873.10080004,16.83
2004-07-08,272890587.34080005,16.73
2004-07-09,273502230.2208,16.83
2004-07-10,265771064.2176,16.97
2004-07-11,260731126.8864,16.68
2004-07-12,262345864.0896001,17.11
2004-07-13,257159132.4672,17.48
2004-07-14,256425161.0112,17.48
2004-07-15,237366368.8704,17.71
2004-07-16,233280594.432,18.04
2004-07-17,228729971.4048,18.18
2004-07-18,215249362.3296,18.11
2004-07-19,220289299.66080004,18.17
2004-07-20,208619153.5104,17.95
2004-07-21,219530862.4896,17.03
2004-07-22,186477681.2544,19.58
2004-07-23,206123650.56,19.91
2004-07-24,210331753.5744,19.79
2004-07-25,210894465.024,19.5
2004-07-26,224644196.9664,19.69
2004-07-27,203774941.9008,19.9
2004-07-28,206294910.5664,20.25
2004-07-29,200325276.0576,20.19
2004-07-30,197462787.37919995,19.89
2004-07-31,188434938.4704,19.72
2004-08-01,202771847.5776,19.98
2004-08-02,203138833.3056,19.95
2004-08-03,201034781.7984,19.79
2004-08-04,196655418.7776,19.81
2004-08-05,211457176.4736,19.4
2004-08-06,178697583.8208,18.76
2004-08-07,181731332.5056,18.78
2004-08-08,164752126.1568,19.15
2004-08-09,197585115.9552,19.7
2004-08-10,191664412.8768,19.87
2004-08-11,194624764.416,19.93
2004-08-12,203677079.04,20.0
2004-08-13,215909936.64,19.98
2004-08-14,212558133.6576,19.68
2004-08-15,200056153.1904,19.11
2004-08-16,236828123.136,19.6
2004-08-17,236485603.1232,19.92
2004-08-18,241280883.3024,20.22
2004-08-19,248204680.70400003,19.91
2004-08-20,246271889.2032,19.75
2004-08-21,223420911.2064,19.46
2004-08-22,197560650.24,19.78
2004-08-23,240693706.1376,18.89
2004-08-24,256914475.31520003,19.0
2004-08-25,258431349.6576,19.16
2004-08-26,265061558.4768,
2004-08-27,274040475.9552,
2004-08-28,267532595.712,
2004-08-29,255373135.2576,
2004-08-30,262884109.824,
2004-08-31,261929946.93120003,
2004-09-01,255128478.1056,
2004-09-02,235849494.52800003,18.85
2004-09-03,243556194.816,18.57
2004-09-04,227702411.3664,17.74
2004-09-05,214099473.71520004,17.16
2004-09-06,214564322.304,17.66
2004-09-07,215004705.1776,17.71
2004-09-08,215371690.9056,17.73
2004-09-09,224105951.232,17.63
2004-09-10,221439188.2752,17.32
2004-09-11,202429327.5648,17.13
2004-09-12,194453504.4096,17.11
2004-09-13,211701833.6256,16.9
2004-09-14,200325276.0576,16.58
2004-09-15,199933824.61440003,16.28
2004-09-16,219481931.0592,15.98
2004-09-17,234797468.7744,15.58
2004-09-18,226625919.8976,14.84
2004-09-19,227066302.7712,14.54
2004-09-20,245146466.304,14.91
2004-09-21,248742926.4384,15.06
2004-09-22,237244040.2944,14.95
2004-09-23,241109623.296,14.92
2004-09-24,243923180.544,14.83
2004-09-25,227359891.35360003,14.86
2004-09-26,226625919.8976,15.12
2004-09-27,219310671.0528,15.33
2004-09-28,205927924.8384,15.44
2004-09-29,193254684.3648,15.53
2004-09-30,188312609.8944,15.48
2004-10-01,195211941.58080003,15.46
2004-10-02,192961095.7824,15.37
2004-10-03,185890504.08960003,15.28
2004-10-04,193034492.92800003,15.28
2004-10-05,196802213.0688,15.21
2004-10-06,194135450.112,15.18
2004-10-07,189560361.3696,15.03
2004-10-08,189046581.3504,14.8
2004-10-09,186575544.1152,14.23
2004-10-10,191517618.5856,14.14
2004-10-11,192667507.2,14.1
2004-10-12,,14.01
2004-10-13,187236118.4256,13.78
2004-10-14,185866038.3744,13.95
2004-10-15,182636563.968,13.92
2004-10-16,179040103.8336,13.82
2004-10-17,175712766.5664,13.56
2004-10-18,178575255.24479997,13.48
2004-10-19,179651746.71360004,13.31
2004-10-20,183541795.4304,13.11
2004-10-21,181706866.7904,12.95
2004-10-22,180630375.3216,12.24
2004-10-23,180043198.15679997,12.4
2004-10-24,179431555.2768,12.17
2004-10-25,181486675.3536,11.89
2004-10-26,186966995.5584,11.26
2004-10-27,182073852.5184,11.14
2004-10-28,192716438.6304,10.97
2004-10-29,185327792.64,10.81
2004-10-30,200007221.76,10.65
2004-10-31,219286205.3376,10.5
2004-11-01,221977434.0096,10.15
2004-11-02,225060114.1248,9.88
2004-11-03,229512874.2912,9.06
2004-11-04,226919508.48,9.3
2004-11-05,214686650.88,9.24
2004-11-06,203872804.7616,8.96
2004-11-07,197707444.5312,8.17
2004-11-08,201034781.7984,8.46
2004-11-09,197682978.816,8.75
2004-11-10,198612675.9936,8.83
2004-11-11,207151210.5984,8.89
2004-11-12,206784224.8704,8.85
2004-11-13,192104795.7504,8.93
2004-11-14,191297427.1488,8.94
2004-11-15,188826389.91360003,8.84
2004-11-16,197413855.9488,8.07
2004-11-17,195970378.752,7.69
2004-11-18,190147538.5344,7.84
2004-11-19,201157110.3744,7.63
2004-11-20,198955196.0064,7.22
2004-11-21,178624186.67520002,7.51
2004-11-22,201352836.096,7.63
2004-11-23,199395578.88,7.51
2004-11-24,196117173.0432,7.23
2004-11-25,197927635.968,7.34
2004-11-26,208447893.504,7.02
2004-11-27,210503013.5808,6.93
2004-11-28,209255262.1056,6.99
2004-11-29,230785091.4816,6.83
2004-11-30,239494886.0928,6.75
2004-12-01,275483953.15199995,6.75
2004-12-02,261293838.336,6.72
2004-12-03,258602609.664,6.63
2004-12-04,263373424.12800005,6.5
2004-12-05,,6.33
2004-12-06,272009821.5936,6.33
2004-12-07,272132150.16959995,6.27
2004-12-08,276095596.03199995,6.11
2004-12-09,274872310.272,6.01
2004-12-10,,5.78
2004-12-11,238026943.1808,5.85
2004-12-12,248547200.7168,5.55
2004-12-13,264719038.464,5.41
2004-12-14,293588582.40000004,5.47
2004-12-15,286958373.5808,5.55
2004-12-16,277269950.3616,5.72
2004-12-17,290016587.98080003,5.7
2004-12-18,291044148.0192,5.8
2004-12-19,274725515.98080003,5.96
2004-12-20,285955279.25759995,5.88
2004-12-21,255764586.70080003,5.81
2004-12-22,234112428.7488,5.6
2004-12-23,233549717.2992,5.48
2004-12-24,241623403.3152,5.42
2004-12-25,225206908.41599995,5.37
2004-12-26,228974628.5568,5.29
2004-12-27,242332909.056,5.28
2004-12-28,250308732.2112,5.3
2004-12-29,250357663.64159995,5.21
2004-12-30,217891659.5712,5.21
2004-12-31,236901520.2816,5.1
2005-01-01,227041837.056,5.03
2005-01-02,235482508.8,4.91
2005-01-03,247201586.3808,4.76
2005-01-04,248375940.7104,4.52
2005-01-05,237317437.44,4.33
2005-01-06,224497402.6752,4.24
2005-01-07,239078968.9344,4.24
2005-01-08,216594976.6656,4.23
2005-01-09,211506107.904,4.06
2005-01-10,224057019.8016,3.76
2005-01-11,212411339.3664,3.68
2005-01-12,195554461.5936,3.52
2005-01-13,221537051.136,3.27
2005-01-14,231690322.944,2.99
2005-01-15,226625919.8976,2.92
2005-01-16,200569933.2096,3.03
2005-01-17,211848627.9168,2.87
2005-01-18,212068819.35360003,2.95
2005-01-19,226821645.6192,2.95
2005-01-20,221683845.4272,3.23
2005-01-21,232301965.824,3.11
2005-01-22,222466748.3136,3.23
2005-01-23,215812073.7792,3.35
2005-01-24,220631819.6736,3.3
2005-01-25,242626497.6384,3.37
2005-01-26,236338808.832,3.31
2005-01-27,219286205.3376,3.29
2005-01-28,255813518.1312,3.35
2005-01-29,238418394.624,3.3
2005-01-30,226748248.4736,3.39
2005-01-31,226185537.024,3.74
2005-02-01,206686362.0096,3.91
2005-02-02,202233601.8432,3.99
2005-02-03,200447604.63360003,3.99
2005-02-04,181731332.5056,3.93
2005-02-05,182881221.12,3.98
2005-02-06,178355063.808,3.92
2005-02-07,194257778.688,3.82
2005-02-08,201621958.9632,3.73
2005-02-09,171871649.27999997,3.59
2005-02-10,195994844.4672,3.55
2005-02-11,200325276.0576,3.49
2005-02-12,184128972.59520003,3.52
2005-02-13,175370246.5536,3.62
2005-02-14,187407378.432,3.47
2005-02-15,194575832.9856,3.34
2005-02-16,193768464.38400003,3.25
2005-02-17,193817395.8144,3.22
2005-02-18,194257778.688,3.23
2005-02-19,158464437.3504,3.3
2005-02-20,139527973.7856,3.18
2005-02-21,159834517.4016,3.12
2005-02-22,158097451.6224,3.1
2005-02-23,163969223.2704,3.05
2005-02-24,163186320.384,3.13
2005-02-25,164483003.2896,3.26
2005-02-26,161375857.4592,3.32
2005-02-27,143197831.0656,3.56
2005-02-28,158709094.50239998,3.52
2005-03-01,157999588.7616,3.66
2005-03-02,152788391.424,3.72
2005-03-03,160446160.2816,3.86
2005-03-04,167834806.27199998,3.94
2005-03-05,160690817.4336,4.13
2005-03-06,139454576.64,4.35
2005-03-07,142317065.31840003,4.51
2005-03-08,129056647.68,4.49
2005-03-09,124481558.9376,4.6
2005-03-10,127662101.9136,4.67
2005-03-11,142879776.768,4.72
2005-03-12,139576905.216,4.85
2005-03-13,129007716.24959998,4.87
2005-03-14,135393267.91680002,4.91
2005-03-15,138598276.60799998,4.93
2005-03-16,148629219.84,4.93
2005-03-17,162403417.4976,5.0
2005-03-18,148727082.7008,5.0
2005-03-19,160813146.0096,4.95
2005-03-20,131038370.6112,4.55
2005-03-21,150977928.49920002,4.85
2005-03-22,157926191.616,4.91
2005-03-23,148776014.13120002,4.91
2005-03-24,143197831.0656,5.01
2005-03-25,134292310.7328,4.88
2005-03-26,151932091.392,4.9
2005-03-27,136518690.81599998,4.68
2005-03-28,156727371.57119998,5.02
2005-03-29,157020960.1536,5.02
2005-03-30,161302460.31360003,5.13
2005-03-31,168886832.0256,5.24
2005-04-01,157069891.584,5.27
2005-04-02,149583382.7328,5.3
2005-04-03,131894670.6432,5.23
2005-04-04,143540351.07840002,5.38
2005-04-05,142268133.88799998,5.38
2005-04-06,146329442.6112,5.5
2005-04-07,143980733.95200002,5.53
2005-04-08,149803574.1696,5.8
2005-04-09,150292888.4736,6.02
2005-04-10,138157893.7344,6.17
2005-04-11,153326637.1584,6.35
2005-04-12,146451771.1872,6.35
2005-04-13,150586477.056,6.59
2005-04-14,142463859.60959998,6.68
2005-04-15,145962456.88320002,6.75
2005-04-16,148360096.97280002,6.72
2005-04-17,130720316.3136,6.56
2005-04-18,149289794.1504,6.88
2005-04-19,162109828.91520002,7.18
2005-04-20,149167465.5744,7.21
2005-04-21,163871360.40960002,7.45
2005-04-22,165657357.61919996,7.65
2005-04-23,168935763.456,7.9
2005-04-24,156947563.008,8.01
2005-04-25,187064858.4192,8.22
2005-04-26,200692261.7856,8.5
2005-04-27,211701833.6256,8.9
2005-04-28,214515390.8736,8.95
2005-04-29,232130705.8176,9.23
2005-04-30,223127322.624,9.35
2005-05-01,202820779.008,9.13
2005-05-02,200936918.9376,9.48
2005-05-03,208937207.808,9.85
2005-05-04,206857622.016,9.92
2005-05-05,210698739.3024,9.98
2005-05-06,201548561.8176,10.07
2005-05-07,219139411.0464,10.2
2005-05-08,223787896.9344,10.27
2005-05-09,238296066.048,10.29
2005-05-10,248180214.9888,10.47
2005-05-11,257942035.3536,10.8
2005-05-12,259165321.1136,10.89
2005-05-13,259556772.5568,11.14
2005-05-14,273453298.7904,11.0
2005-05-15,291239873.7408,10.65
2005-05-16,,10.89
2005-05-17,,11.3
2005-05-18,316537423.2576,11.31
2005-05-19,323045303.5008,11.18
2005-05-20,320207280.5376,11.01
2005-05-21,324586643.5584,10.99
2005-05-22,323975000.6784,10.61
2005-05-23,330287155.2,10.36
2005-05-24,326519435.0592,10.55
2005-05-25,325589737.8816,11.15
2005-05-26,325394012.16,11.81
2005-05-27,316733148.97920007,12.25
2005-05-28,291753653.76,12.52
2005-05-29,305821440.0,12.98
2005-05-30,277783730.3808,13.36
2005-05-31,276878498.9184,13.4
2005-06-01,289820862.2592,13.47
2005-06-02,315705588.94079995,13.93
2005-06-03,335694078.2592,14.24
2005-06-04,330605209.4976,14.34
2005-06-05,348636441.6,13.99
2005-06-06,343939024.2816,13.44
2005-06-07,353627447.5008,13.0
2005-06-08,351890381.72160006,13.0
2005-06-09,399304937.7792,13.47
2005-06-10,408479580.9792,13.41
2005-06-11,395732943.36,13.16
2005-06-12,387487997.3376,13.15
2005-06-13,369016382.3616,13.36
2005-06-14,362410639.2576,13.1
2005-06-15,364637019.3407999,13.4
2005-06-16,351278738.8416,13.7
2005-06-17,358422727.68,13.77
2005-06-18,372196925.3376,13.65
2005-06-19,374521168.28160006,13.55
2005-06-20,376356096.9216,13.9
2005-06-21,378606942.72,14.63
2005-06-22,383206497.1776,15.08
2005-06-23,379316448.46079993,15.03
2005-06-24,380955651.3792,15.29
2005-06-25,365468853.6576,15.72
2005-06-26,346189870.08000004,15.9
2005-06-27,357615359.0784,15.88
2005-06-28,341101001.3184,15.54
2005-06-29,333247506.73920006,15.6
2005-06-30,337724732.6208,15.75
2005-07-01,333345369.6,15.73
2005-07-02,334764381.0816,15.91
2005-07-03,334275066.7776,16.19
2005-07-04,324488780.6976,16.25
2005-07-05,326103517.9008,16.07
2005-07-06,345064447.1808,15.79
2005-07-07,344868721.4592,16.0
2005-07-08,337210952.60160005,16.34
2005-07-09,329577649.4592,16.24
2005-07-10,337724732.6208,15.93
2005-07-11,354239090.3808,16.27
2005-07-12,345676090.0608,15.88
2005-07-13,334568655.35999995,15.95
2005-07-14,331926358.1184,16.75
2005-07-15,336232323.9936,16.98
2005-07-16,,16.87
2005-07-17,,17.28
2005-07-18,,17.44
2005-07-19,,16.29
2005-07-20,338238512.64,17.43
2005-07-21,329675512.32,17.76
2005-07-22,313772797.44,17.51
2005-07-23,314090851.7376,17.36
2005-07-24,311424088.7808,17.44
2005-07-25,313870660.3008,18.27
2005-07-26,301344214.1184,18.51
2005-07-27,310910308.7616,18.5
2005-07-28,293906636.69759995,17.98
2005-07-29,294298088.1408,18.27
2005-07-30,284829856.35840005,18.51
2005-07-31,286958373.5808,18.41
2005-08-01,289918725.12,18.05
2005-08-02,285735087.8208,18.25
2005-08-03,291142010.88,19.05
2005-08-04,286053142.1184,18.97
2005-08-05,293172665.24160004,19.03
2005-08-06,286151004.97919995,19.03
2005-08-07,263324492.6976,18.83
2005-08-08,274725515.98080003,19.2
2005-08-09,259042992.5376,19.59
2005-08-10,265477475.63520005,19.91
2005-08-11,268168704.3072,19.82
2005-08-12,266798624.256,19.97
2005-08-13,249060980.736,19.07
2005-08-14,252314920.8576,18.09
2005-08-15,263446821.27360004,18.69
2005-08-16,251776675.1232,18.68
2005-08-17,244779480.576,18.95
2005-08-18,242969017.6512,19.75
2005-08-19,246589943.50080004,19.73
2005-08-20,249697089.33120003,19.44
2005-08-21,237806751.744,18.71
2005-08-22,250798046.5152,18.69
2005-08-23,251189497.9584,18.88
2005-08-24,234968728.7808,18.99
2005-08-25,243042414.7968,19.3
2005-08-26,247495174.9632,19.3
2005-08-27,240106528.9728,18.94
2005-08-28,224766525.54240003,18.76
2005-08-29,231519062.9376,18.15
2005-08-30,217598070.9888,17.54
2005-08-31,218478836.736,17.94
2005-09-01,222882665.472,18.03
2005-09-02,211995422.208,17.78
2005-09-03,200569933.2096,17.59
2005-09-04,185939435.52,17.45
2005-09-05,200325276.0576,17.9
2005-09-06,204044064.768,17.9
2005-09-07,210723205.0176,17.86
2005-09-08,218185248.15360004,17.73
2005-09-09,217377879.552,17.5
2005-09-10,201279438.9504,17.14
2005-09-11,199787030.3232,17.05
2005-09-12,183835384.0128,16.83
2005-09-13,185156532.6336,16.4
2005-09-14,194698161.5616,16.43
2005-09-15,189071047.06560004,15.98
2005-09-16,197854238.8224,16.1
2005-09-17,193695067.2384,16.25
2005-09-18,180556978.176,16.09
2005-09-19,199933824.61440003,16.03
2005-09-20,203456887.6032,15.48
2005-09-21,215469553.7664,15.68
2005-09-22,216497113.8048,15.77
2005-09-23,218258645.2992,15.68
2005-09-24,197413855.9488,15.43
2005-09-25,175174520.83200002,15.28
2005-09-26,207273539.1744,15.45
2005-09-27,205976856.2688,15.07
2005-09-28,210894465.024,14.75
2005-09-29,207934113.4848,14.96
2005-09-30,206368307.712,14.88
2005-10-01,203970667.6224,14.55
2005-10-02,215127033.75360003,14.45
2005-10-03,222882665.472,14.27
2005-10-04,224668662.6816,13.94
2005-10-05,218038453.8624,13.72
2005-10-06,222271022.592,13.77
2005-10-07,217500208.128,13.52
2005-10-08,201206041.8048,13.04
2005-10-09,203701544.7552,13.15
2005-10-10,193915258.6752,13.12
2005-10-11,199273250.304,13.23
2005-10-12,199933824.61440003,12.93
2005-10-13,210136027.8528,12.88
2005-10-14,216423716.6592,12.61
2005-10-15,208154304.9216,12.61
2005-10-16,192863232.9216,12.6
2005-10-17,203016504.7296,12.65
2005-10-18,209866904.9856,12.52
2005-10-19,207028882.0224,12.16
2005-10-20,208790413.5168,12.24
2005-10-21,202086807.552,12.09
2005-10-22,200936918.9376,12.05
2005-10-23,201206041.8048,12.02
2005-10-24,200521001.7792,11.97
2005-10-25,206074719.1296,11.98
2005-10-26,194844955.8528,11.87
2005-10-27,188850855.6288,11.8
2005-10-28,192080330.03520003,11.59
2005-10-29,174269289.3696,11.38
2005-10-30,161816240.3328,10.95
2005-10-31,184667218.3296,11.08
2005-11-01,176348875.1616,10.78
2005-11-02,188924252.7744,10.12
2005-11-03,196533090.2016,10.21
2005-11-04,197389390.2336,10.01
2005-11-05,199713633.1776,9.47
2005-11-06,185083135.488,9.33
2005-11-07,192300521.472,9.2
2005-11-08,191003838.5664,8.99
2005-11-09,204851433.3696,8.97
2005-11-10,201279438.9504,8.85
2005-11-11,208374496.3584,8.64
2005-11-12,203530284.7488,8.32
2005-11-13,205609870.5408,8.23
2005-11-14,189682689.9456,8.22
2005-11-15,176691395.1744,7.99
2005-11-16,188239212.7488,8.04
2005-11-17,185107601.2032,8.07
2005-11-18,177156243.7632,7.98
2005-11-19,147846316.95360002,7.9
2005-11-20,152910720.0,7.89
2005-11-21,176862655.18080002,7.9
2005-11-22,196997938.79040003,7.82
2005-11-23,196410761.6256,7.74
2005-11-24,192863232.9216,7.71
2005-11-25,189071047.06560004,7.6
2005-11-26,181217552.4864,7.48
2005-11-27,197267061.6576,7.28
2005-11-28,203872804.7616,7.17
2005-11-29,196802213.0688,7.05
2005-11-30,192422850.048,6.88
2005-12-01,211775230.7712,6.65
2005-12-02,215494019.4816,6.5
2005-12-03,213463365.12,6.37
2005-12-04,222711405.4656,6.06
2005-12-05,222075296.87039995,5.8
2005-12-06,224179348.3776,5.5
2005-12-07,216448182.3744,5.27
2005-12-08,232717882.9824,5.23
2005-12-09,249281172.1728,5.17
2005-12-10,257330392.47360003,5.33
2005-12-11,262248001.2288,5.3
2005-12-12,263300026.9824,5.29
2005-12-13,279594193.30560005,5.19
2005-12-14,300512379.8016,5.01
2005-12-15,296744659.66080004,4.83
2005-12-16,287570016.4608,4.94
2005-12-17,273600093.08159995,5.1
2005-12-18,273453298.7904,4.9
2005-12-19,283337447.73120004,4.59
2005-12-20,264229724.16,4.57
2005-12-21,236412205.9776,4.64
2005-12-22,245440054.8864,4.3
2005-12-23,254051986.6368,4.14
2005-12-24,260682195.456,3.86
2005-12-25,224399539.8144,4.45
2005-12-26,230026654.3104,4.41
2005-12-27,240620308.992,4.27
2005-12-28,232081774.3872,4.38
2005-12-29,239764008.96,4.08
2005-12-30,206270444.8512,4.15
2005-12-31,186771269.8368,4.13
2006-01-01,166513657.6512,4.3
2006-01-02,195260873.0112,4.22
2006-01-03,185914969.8048,4.21
2006-01-04,177718955.2128,4.17
2006-01-05,199126456.0128,4.14
2006-01-06,181046292.48,4.23
2006-01-07,188875321.344,4.23
2006-01-08,175468109.41439998,4.45
2006-01-09,174244823.6544,4.37
2006-01-10,186135161.2416,4.37
2006-01-11,182636563.968,4.29
2006-01-12,180532512.4608,4.17
2006-01-13,202527190.4256,4.23
2006-01-14,182661029.6832,4.21
2006-01-15,200447604.63360003,4.22
2006-01-16,210503013.5808,4.03
2006-01-17,189071047.06560004,4.01
2006-01-18,182440838.2464,3.98
2006-01-19,173828906.496,4.01
2006-01-20,160372763.136,3.95
2006-01-21,137326059.4176,3.95
2006-01-22,167590149.11999995,3.87
2006-01-23,166660451.9424,3.86
2006-01-24,168226257.7152,3.87
2006-01-25,159785585.9712,3.9
2006-01-26,155430688.6656,3.9
2006-01-27,145228485.42720002,3.93
2006-01-28,145889059.7376,3.9
2006-01-29,151271517.0816,3.81
2006-01-30,157069891.584,3.82
2006-01-31,157901725.9008,3.81
2006-02-01,170085652.0704,3.8
2006-02-02,154525457.2032,3.9
2006-02-03,156433782.9888,3.97
2006-02-04,163822428.9792,3.96
2006-02-05,148115439.8208,4.09
2006-02-06,155137100.0832,4.05
2006-02-07,160568488.8576,4.02
2006-02-08,157436877.312,4.12
2006-02-09,158782491.648,4.07
2006-02-10,152886254.2848,4.0
2006-02-11,143931802.52159998,3.92
2006-02-12,141729888.15359998,3.85
2006-02-13,145326348.288,3.77
2006-02-14,134757159.3216,3.68
2006-02-15,129888481.9968,3.57
2006-02-16,145937991.168,3.38
2006-02-17,155210497.2288,3.09
2006-02-18,149167465.5744,2.91
2006-02-19,135907047.936,2.83
2006-02-20,164605331.86560002,2.75
2006-02-21,158170848.76800004,2.8
2006-02-22,161889637.4784,2.74
2006-02-23,151956557.1072,2.88
2006-02-24,155650880.1024,2.68
2006-02-25,161180131.7376,2.52
2006-02-26,152127817.11360002,2.71
2006-02-27,156678440.14080003,2.66
2006-02-28,162427883.2128,2.56
2006-03-01,162207691.776,2.61
2006-03-02,165706289.04959998,2.64
2006-03-03,173119400.7552,2.84
2006-03-04,175174520.83200002,3.23
2006-03-05,166758314.80319998,3.56
2006-03-06,163479908.96639997,3.68
2006-03-07,164898920.448,3.7
2006-03-08,164825523.3024,3.7
2006-03-09,151198119.936,3.78
2006-03-10,150977928.49920002,3.93
2006-03-11,177254106.624,4.01
2006-03-12,188924252.7744,4.04
2006-03-13,186330886.9632,4.09
2006-03-14,195578927.30879995,4.08
2006-03-15,193646135.80800003,4.08
2006-03-16,196900075.92960003,4.15
2006-03-17,200105084.62080005,4.27
2006-03-18,201377301.8112,4.37
2006-03-19,184911875.4816,4.46
2006-03-20,198686073.1392,4.49
2006-03-21,192178192.896,4.64
2006-03-22,196215035.904,4.75
2006-03-23,208447893.504,4.79
2006-03-24,209402056.39680004,4.8
